Game_Date,Home_Team,Away_Team,Halftime_Score_Home,Halftime_Score_Away,Final_Score_Home,Final_Score_Away,Game_URL
"7:30 PM, April 5, 2023",BOS,TOR,56,44,97,93,https://www.basketball-reference.com/boxscores/202304050BOS.html
"8:30 PM, April 5, 2023",DAL,SAC,60,71,123,119,https://www.basketball-reference.com/boxscores/202304050DAL.html
"7:00 PM, April 5, 2023",DET,BRK,57,74,108,123,https://www.basketball-reference.com/boxscores/202304050DET.html
"7:00 PM, April 5, 2023",IND,NYK,67,70,129,138,https://www.basketball-reference.com/boxscores/202304050IND.html
"10:00 PM, April 5, 2023",LAC,LAL,71,52,125,118,https://www.basketball-reference.com/boxscores/202304050LAC.html
"7:30 PM, April 5, 2023",MIL,CHI,49,51,105,92,https://www.basketball-reference.com/boxscores/202304050MIL.html
"8:00 PM, April 5, 2023",NOP,MEM,52,69,138,131,https://www.basketball-reference.com/boxscores/202304050NOP.html
"7:00 PM, April 6, 2023",ORL,CLE,57,67,94,118,https://www.basketball-reference.com/boxscores/202304060ORL.html
"7:30 PM, April 6, 2023",PHI,MIA,46,67,101,129,https://www.basketball-reference.com/boxscores/202304060PHI.html
"10:00 PM, April 6, 2023",PHO,DEN,56,55,119,115,https://www.basketball-reference.com/boxscores/202304060PHO.html
"8:00 PM, April 6, 2023",SAS,POR,69,61,129,127,https://www.basketball-reference.com/boxscores/202304060SAS.html
"9:00 PM, April 6, 2023",UTA,OKC,52,55,98,114,https://www.basketball-reference.com/boxscores/202304060UTA.html
"7:30 PM, April 7, 2023",ATL,PHI,63,53,131,136,https://www.basketball-reference.com/boxscores/202304070ATL.html
"7:30 PM, April 7, 2023",BOS,TOR,68,40,121,102,https://www.basketball-reference.com/boxscores/202304070BOS.html
"7:30 PM, April 7, 2023",BRK,ORL,58,39,101,84,https://www.basketball-reference.com/boxscores/202304070BRK.html
"7:00 PM, April 7, 2023",CHO,HOU,49,55,109,112,https://www.basketball-reference.com/boxscores/202304070CHO.html
"8:30 PM, April 7, 2023",DAL,CHI,67,54,112,115,https://www.basketball-reference.com/boxscores/202304070DAL.html
"7:00 PM, April 7, 2023",IND,DET,57,73,115,122,https://www.basketball-reference.com/boxscores/202304070IND.html
"10:30 PM, April 7, 2023",LAL,PHO,61,62,121,107,https://www.basketball-reference.com/boxscores/202304070LAL.html
"8:00 PM, April 7, 2023",MIL,MEM,72,71,114,137,https://www.basketball-reference.com/boxscores/202304070MIL.html
"8:00 PM, April 7, 2023",NOP,NYK,60,60,113,105,https://www.basketball-reference.com/boxscores/202304070NOP.html
"10:00 PM, April 7, 2023",SAC,GSW,48,53,97,119,https://www.basketball-reference.com/boxscores/202304070SAC.html
"7:00 PM, April 7, 2023",WAS,MIA,53,51,114,108,https://www.basketball-reference.com/boxscores/202304070WAS.html
"4:00 PM, April 8, 2023",LAC,POR,64,70,136,125,https://www.basketball-reference.com/boxscores/202304080LAC.html
"4:00 PM, April 8, 2023",SAS,MIN,68,80,131,151,https://www.basketball-reference.com/boxscores/202304080SAS.html
"3:30 PM, April 8, 2023",UTA,DEN,58,55,118,114,https://www.basketball-reference.com/boxscores/202304080UTA.html
"1:00 PM, April 9, 2023",BOS,ATL,61,64,120,114,https://www.basketball-reference.com/boxscores/202304090BOS.html
"1:00 PM, April 9, 2023",BRK,PHI,53,61,105,134,https://www.basketball-reference.com/boxscores/202304090BRK.html
"1:00 PM, April 9, 2023",CHI,DET,49,46,103,81,https://www.basketball-reference.com/boxscores/202304090CHI.html
"1:00 PM, April 9, 2023",CLE,CHO,54,49,95,106,https://www.basketball-reference.com/boxscores/202304090CLE.html
"3:30 PM, April 9, 2023",DAL,SAS,59,71,117,138,https://www.basketball-reference.com/boxscores/202304090DAL.html
"3:30 PM, April 9, 2023",DEN,SAC,59,67,109,95,https://www.basketball-reference.com/boxscores/202304090DEN.html
"3:30 PM, April 9, 2023",LAL,UTA,65,56,128,117,https://www.basketball-reference.com/boxscores/202304090LAL.html
"1:00 PM, April 9, 2023",MIA,ORL,52,50,123,110,https://www.basketball-reference.com/boxscores/202304090MIA.html
"3:30 PM, April 9, 2023",MIN,NOP,47,55,113,108,https://www.basketball-reference.com/boxscores/202304090MIN.html
"1:00 PM, April 9, 2023",NYK,IND,71,73,136,141,https://www.basketball-reference.com/boxscores/202304090NYK.html
"3:30 PM, April 9, 2023",OKC,MEM,47,49,115,100,https://www.basketball-reference.com/boxscores/202304090OKC.html
"3:30 PM, April 9, 2023",PHO,LAC,53,48,114,119,https://www.basketball-reference.com/boxscores/202304090PHO.html
"3:30 PM, April 9, 2023",POR,GSW,53,84,101,157,https://www.basketball-reference.com/boxscores/202304090POR.html
"1:00 PM, April 9, 2023",TOR,MIL,67,55,121,105,https://www.basketball-reference.com/boxscores/202304090TOR.html
"1:00 PM, April 9, 2023",WAS,HOU,67,55,109,114,https://www.basketball-reference.com/boxscores/202304090WAS.html
"10:00 PM, April 11, 2023",LAL,MIN,49,60,108,102,https://www.basketball-reference.com/boxscores/202304110LAL.html
"7:30 PM, April 11, 2023",MIA,ATL,50,65,105,116,https://www.basketball-reference.com/boxscores/202304110MIA.html
"9:30 PM, April 12, 2023",NOP,OKC,63,57,118,123,https://www.basketball-reference.com/boxscores/202304120NOP.html
"7:00 PM, April 12, 2023",TOR,CHI,58,47,105,109,https://www.basketball-reference.com/boxscores/202304120TOR.html
"7:00 PM, April 14, 2023",MIA,CHI,49,44,102,91,https://www.basketball-reference.com/boxscores/202304140MIA.html
"9:30 PM, April 14, 2023",MIN,OKC,57,47,120,95,https://www.basketball-reference.com/boxscores/202304140MIN.html
"3:30 PM, April 15, 2023",BOS,ATL,74,44,112,99,https://www.basketball-reference.com/boxscores/202304150BOS.html
"6:00 PM, April 15, 2023",CLE,NYK,45,50,97,101,https://www.basketball-reference.com/boxscores/202304150CLE.html
"1:00 PM, April 15, 2023",PHI,BRK,67,58,121,101,https://www.basketball-reference.com/boxscores/202304150PHI.html
"8:30 PM, April 15, 2023",SAC,GSW,55,61,126,123,https://www.basketball-reference.com/boxscores/202304150SAC.html
"10:30 PM, April 16, 2023",DEN,MIN,55,44,109,80,https://www.basketball-reference.com/boxscores/202304160DEN.html
"3:00 PM, April 16, 2023",MEM,LAL,65,59,112,128,https://www.basketball-reference.com/boxscores/202304160MEM.html
"5:30 PM, April 16, 2023",MIL,MIA,55,68,117,130,https://www.basketball-reference.com/boxscores/202304160MIL.html
"8:00 PM, April 16, 2023",PHO,LAC,54,59,110,115,https://www.basketball-reference.com/boxscores/202304160PHO.html
"7:30 PM, April 17, 2023",PHI,BRK,44,49,96,84,https://www.basketball-reference.com/boxscores/202304170PHI.html
"10:00 PM, April 17, 2023",SAC,GSW,58,52,114,106,https://www.basketball-reference.com/boxscores/202304170SAC.html
"7:00 PM, April 18, 2023",BOS,ATL,61,49,119,106,https://www.basketball-reference.com/boxscores/202304180BOS.html
"7:30 PM, April 18, 2023",CLE,NYK,59,39,107,90,https://www.basketball-reference.com/boxscores/202304180CLE.html
"10:00 PM, April 18, 2023",PHO,LAC,59,59,123,109,https://www.basketball-reference.com/boxscores/202304180PHO.html
"10:00 PM, April 19, 2023",DEN,MIN,64,49,122,113,https://www.basketball-reference.com/boxscores/202304190DEN.html
"7:30 PM, April 19, 2023",MEM,LAL,59,44,103,93,https://www.basketball-reference.com/boxscores/202304190MEM.html
"9:00 PM, April 19, 2023",MIL,MIA,81,55,138,122,https://www.basketball-reference.com/boxscores/202304190MIL.html
"7:30 PM, April 20, 2023",BRK,PHI,47,58,97,102,https://www.basketball-reference.com/boxscores/202304200BRK.html
"10:00 PM, April 20, 2023",GSW,SAC,53,41,114,97,https://www.basketball-reference.com/boxscores/202304200GSW.html
"10:30 PM, April 20, 2023",LAC,PHO,51,54,124,129,https://www.basketball-reference.com/boxscores/202304200LAC.html
"7:00 PM, April 21, 2023",ATL,BOS,74,67,130,122,https://www.basketball-reference.com/boxscores/202304210ATL.html
"9:30 PM, April 21, 2023",MIN,DEN,55,61,111,120,https://www.basketball-reference.com/boxscores/202304210MIN.html
"8:30 PM, April 21, 2023",NYK,CLE,45,32,99,79,https://www.basketball-reference.com/boxscores/202304210NYK.html
"1:00 PM, April 22, 2023",BRK,PHI,48,40,88,96,https://www.basketball-reference.com/boxscores/202304220BRK.html
"3:30 PM, April 22, 2023",LAC,PHO,47,48,100,112,https://www.basketball-reference.com/boxscores/202304220LAC.html
"10:00 PM, April 22, 2023",LAL,MEM,53,37,111,101,https://www.basketball-reference.com/boxscores/202304220LAL.html
"7:30 PM, April 22, 2023",MIA,MIL,66,53,121,99,https://www.basketball-reference.com/boxscores/202304220MIA.html
"7:00 PM, April 23, 2023",ATL,BOS,53,65,121,129,https://www.basketball-reference.com/boxscores/202304230ATL.html
"3:30 PM, April 23, 2023",GSW,SAC,65,69,126,125,https://www.basketball-reference.com/boxscores/202304230GSW.html
"9:30 PM, April 23, 2023",MIN,DEN,48,52,114,108,https://www.basketball-reference.com/boxscores/202304230MIN.html
"1:00 PM, April 23, 2023",NYK,CLE,54,45,102,93,https://www.basketball-reference.com/boxscores/202304230NYK.html
"10:00 PM, April 24, 2023",LAL,MEM,54,52,117,111,https://www.basketball-reference.com/boxscores/202304240LAL.html
"7:30 PM, April 24, 2023",MIA,MIL,50,57,119,114,https://www.basketball-reference.com/boxscores/202304240MIA.html
"7:30 PM, April 25, 2023",BOS,ATL,66,58,117,119,https://www.basketball-reference.com/boxscores/202304250BOS.html
"9:00 PM, April 25, 2023",DEN,MIN,48,47,112,109,https://www.basketball-reference.com/boxscores/202304250DEN.html
"10:00 PM, April 25, 2023",PHO,LAC,61,70,136,130,https://www.basketball-reference.com/boxscores/202304250PHO.html
"7:00 PM, April 26, 2023",CLE,NYK,51,61,95,106,https://www.basketball-reference.com/boxscores/202304260CLE.html
"7:30 PM, April 26, 2023",MEM,LAL,61,52,116,99,https://www.basketball-reference.com/boxscores/202304260MEM.html
"9:30 PM, April 26, 2023",MIL,MIA,69,63,126,128,https://www.basketball-reference.com/boxscores/202304260MIL.html
"10:00 PM, April 26, 2023",SAC,GSW,56,60,116,123,https://www.basketball-reference.com/boxscores/202304260SAC.html
"8:30 PM, April 27, 2023",ATL,BOS,67,68,120,128,https://www.basketball-reference.com/boxscores/202304270ATL.html
"8:00 PM, April 28, 2023",GSW,SAC,51,58,99,118,https://www.basketball-reference.com/boxscores/202304280GSW.html
"10:30 PM, April 28, 2023",LAL,MEM,59,42,125,85,https://www.basketball-reference.com/boxscores/202304280LAL.html
"8:30 PM, April 29, 2023",DEN,PHO,68,51,125,107,https://www.basketball-reference.com/boxscores/202304290DEN.html
"1:00 PM, April 30, 2023",NYK,MIA,55,50,101,108,https://www.basketball-reference.com/boxscores/202304300NYK.html
"3:30 PM, April 30, 2023",SAC,GSW,58,56,100,120,https://www.basketball-reference.com/boxscores/202304300SAC.html
"7:30 PM, May 1, 2023",BOS,PHI,66,63,115,119,https://www.basketball-reference.com/boxscores/202305010BOS.html
"10:00 PM, May 1, 2023",DEN,PHO,40,42,97,87,https://www.basketball-reference.com/boxscores/202305010DEN.html
"10:00 PM, May 2, 2023",GSW,LAL,64,65,112,117,https://www.basketball-reference.com/boxscores/202305020GSW.html
"7:30 PM, May 2, 2023",NYK,MIA,51,54,111,105,https://www.basketball-reference.com/boxscores/202305020NYK.html
"8:00 PM, May 3, 2023",BOS,PHI,57,49,121,87,https://www.basketball-reference.com/boxscores/202305030BOS.html
"9:00 PM, May 4, 2023",GSW,LAL,67,56,127,100,https://www.basketball-reference.com/boxscores/202305040GSW.html
"7:30 PM, May 5, 2023",PHI,BOS,50,57,102,114,https://www.basketball-reference.com/boxscores/202305050PHI.html
"10:00 PM, May 5, 2023",PHO,DEN,67,52,121,114,https://www.basketball-reference.com/boxscores/202305050PHO.html
"8:30 PM, May 6, 2023",LAL,GSW,59,48,127,97,https://www.basketball-reference.com/boxscores/202305060LAL.html
"3:30 PM, May 6, 2023",MIA,NYK,58,44,105,86,https://www.basketball-reference.com/boxscores/202305060MIA.html
"3:30 PM, May 7, 2023",PHI,BOS,59,50,116,115,https://www.basketball-reference.com/boxscores/202305070PHI.html
"8:00 PM, May 7, 2023",PHO,DEN,63,61,129,124,https://www.basketball-reference.com/boxscores/202305070PHO.html
"10:00 PM, May 8, 2023",LAL,GSW,49,52,104,101,https://www.basketball-reference.com/boxscores/202305080LAL.html
"7:30 PM, May 8, 2023",MIA,NYK,56,48,109,101,https://www.basketball-reference.com/boxscores/202305080MIA.html
"7:30 PM, May 9, 2023",BOS,PHI,49,58,103,115,https://www.basketball-reference.com/boxscores/202305090BOS.html
"10:00 PM, May 9, 2023",DEN,PHO,52,49,118,102,https://www.basketball-reference.com/boxscores/202305090DEN.html
"10:00 PM, May 10, 2023",GSW,LAL,70,59,121,106,https://www.basketball-reference.com/boxscores/202305100GSW.html
"7:30 PM, May 10, 2023",NYK,MIA,50,47,112,103,https://www.basketball-reference.com/boxscores/202305100NYK.html
"7:30 PM, May 11, 2023",PHI,BOS,43,50,86,95,https://www.basketball-reference.com/boxscores/202305110PHI.html
"10:00 PM, May 11, 2023",PHO,DEN,51,81,100,125,https://www.basketball-reference.com/boxscores/202305110PHO.html
"10:00 PM, May 12, 2023",LAL,GSW,56,46,122,101,https://www.basketball-reference.com/boxscores/202305120LAL.html
"7:30 PM, May 12, 2023",MIA,NYK,51,50,96,92,https://www.basketball-reference.com/boxscores/202305120MIA.html
"3:30 PM, May 14, 2023",BOS,PHI,55,52,112,88,https://www.basketball-reference.com/boxscores/202305140BOS.html
"8:30 PM, May 16, 2023",DEN,LAL,72,54,132,126,https://www.basketball-reference.com/boxscores/202305160DEN.html
"8:30 PM, May 17, 2023",BOS,MIA,66,57,116,123,https://www.basketball-reference.com/boxscores/202305170BOS.html
"8:30 PM, May 18, 2023",DEN,LAL,48,53,108,103,https://www.basketball-reference.com/boxscores/202305180DEN.html
"8:30 PM, May 19, 2023",BOS,MIA,50,54,105,111,https://www.basketball-reference.com/boxscores/202305190BOS.html
"8:30 PM, May 20, 2023",LAL,DEN,55,58,108,119,https://www.basketball-reference.com/boxscores/202305200LAL.html
"8:30 PM, May 21, 2023",MIA,BOS,61,46,128,102,https://www.basketball-reference.com/boxscores/202305210MIA.html
"8:30 PM, May 22, 2023",LAL,DEN,73,58,111,113,https://www.basketball-reference.com/boxscores/202305220LAL.html
"8:30 PM, May 23, 2023",MIA,BOS,56,50,99,116,https://www.basketball-reference.com/boxscores/202305230MIA.html
"8:30 PM, May 25, 2023",BOS,MIA,61,44,110,97,https://www.basketball-reference.com/boxscores/202305250BOS.html
"8:30 PM, May 27, 2023",MIA,BOS,53,57,103,104,https://www.basketball-reference.com/boxscores/202305270MIA.html
"8:30 PM, May 29, 2023",BOS,MIA,41,52,84,103,https://www.basketball-reference.com/boxscores/202305290BOS.html
"8:30 PM, June 1, 2023",DEN,MIA,59,42,104,93,https://www.basketball-reference.com/boxscores/202306010DEN.html
"8:00 PM, June 4, 2023",DEN,MIA,57,51,108,111,https://www.basketball-reference.com/boxscores/202306040DEN.html
"8:30 PM, June 7, 2023",MIA,DEN,48,53,94,109,https://www.basketball-reference.com/boxscores/202306070MIA.html
"8:30 PM, June 9, 2023",MIA,DEN,51,55,95,108,https://www.basketball-reference.com/boxscores/202306090MIA.html
"8:30 PM, June 12, 2023",DEN,MIA,44,51,94,89,https://www.basketball-reference.com/boxscores/202306120DEN.html
